name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
كبدة الامانه والسعيد,Fast Food Restaurant,المملكة العربية السعودية,Cheap,4.0,1,2,,,0,,7.0
AL KARAWAN,Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,2,0,,,0,,6.0
dunkin' Donuts دانكن دونات,Donut Shop,"الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
فوال الغامدي,Breakfast Spot,"الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
"Half Million Truck, PSMMC","Coffee Shop, Café","Near VIP Building, الرياض 12233, المملكة العربية السعودية",Cheap,4.0,34,1,,,0,,39.0
Cacao كاكاو,Dessert Shop,"الرياض 12834, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Furn Aldayaa (فرن الضيعة),Pizza Place,"الرياض 12835, المملكة العربية السعودية",Cheap,4.0,8,1,,,0,,13.0
La buchee Chocolate,"Dessert Shop, Chocolate Shop","الرياض 12835, المملكة العربية السعودية",Cheap,4.0,7,0,,,0,,11.0
Lugaimat tuf,Dessert Shop,"الرياض 14253, المملكة العربية السعودية",Cheap,4.0,3,1,,,0,,8.0
إدارة حلويات سعد الدين,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,2,0,,,0,,6.0
حلانا وحلاك,"Snack Place, Dessert Shop, Cupcake Shop","Exit 15 (Near dunkin donuts and saudi post البريد الممتاز), الرياض, المملكة العربية السعودية",Cheap,4.0,64,0,,,0,,68.0
Taxi Steak & Burgers,Burger Joint,"Salah Aldin, الرياض, المملكة العربية السعودية",Cheap,4.0,14,0,,,0,,18.0
فطيرة الفلافل الشهية,Falafel Restaurant,"الرياض, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
برجر 1 Burger,Burger Joint,المملكة العربية السعودية,Cheap,4.0,7,2,,,0,,13.0
البيتزا الساخنة,Pizza Place,"شارع ابو عبيدة عامر بن الجراح (Exit 16), الرياض, المملكة العربية السعودية",Cheap,4.0,1,0,,,0,,5.0
مطعم أوتار لبنان,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,4.0,0,0,,,0,,4.0
Pizza Damascus (الفطيرة الدمشقية),"Pizza Place, Falafel Restaurant","السلي (طريق أبو عبيدة عامر بن الجراح), الرياض, المملكة العربية السعودية",Cheap,4.0,0,0,,,0,,4.0
مطعم نار الشواية البخاري,Diner,"الرياض 14258, المملكة العربية السعودية",Cheap,4.0,5,3,,,0,,12.0
لقيمات السلطان,Dumpling Restaurant,"الرياض 12583, المملكة العربية السعودية",Cheap,4.0,3,1,,,0,,8.0
لقيمات السلطان,Food Truck,"طريق الامير مشعل بن عبدالعزيز, الرياض 12583, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Canton (كانتون),Asian Restaurant,"Irqah (Prince Mishaal Bin Abdulaziz), الرياض, المملكة العربية السعودية",Moderate,4.0,6,0,,,0,,10.0
KKESH CAFETERIA,Cafeteria,"KKESH, الرياض, المملكة العربية السعودية",Nan,4.0,2,0,,,0,,6.0
Crepe stations (كريب ستيشنز),Food Truck,"Prince Turki bin Abdulaziz Alawal st, الرياض, المملكة العربية السعودية",Cheap,4.0,0,0,,,0,,4.0
Taj Al-Deek,Fried Chicken Joint,المملكة العربية السعودية,Cheap,4.0,4,1,,,0,,9.0
Canton (كانتون),Cantonese Restaurant,"Panorama Mall Food Court, المملكة العربية السعودية",Nan,4.0,6,1,,,0,,11.0
مطعم قازنلي البخاري,Afghan Restaurant,"الرياض 12221, المملكة العربية السعودية",Moderate,4.0,3,1,,,0,,8.0
مطعم تيتارو,Spanish Restaurant,المملكة العربية السعودية,Moderate,4.0,3,0,,,0,,7.0
European Hut (الكوخ الأوروبي),Eastern European Restaurant,"Malaz, Khurais Road, الرياض, المملكة العربية السعودية",Moderate,4.0,17,2,,,0,,23.0
Home of broasted fried (بيت البروستد),Fried Chicken Joint,"شارع الزبير بن العوام (مقابل حديقة محمد القاسم - الروابي), الرياض, المملكة العربية السعودية",Cheap,4.0,4,1,,,0,,9.0
Gold Leaf,Middle Eastern Restaurant,"الرياض 14214, المملكة العربية السعودية",Moderate,4.0,1,2,,,0,,7.0
Garden Sweet (حديقة الحلا),"Bakery, Cupcake Shop","Riyadh, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
Coffeeology,"Coffee Shop, Café","علم القهوة (Abdullah Bin Abbas St.), الرياض 14214, المملكة العربية السعودية",Cheap,4.0,13,1,,,0,,18.0
Fatera Hat (فطيرة هات),Pizza Place,"Az Zubair Ibn Al Awam (Abdullah ibn Abbas), الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
CREPE CAR,Food Truck,"الرياض حي الروابي (الزبير بن العوام), الرياض 11419, المملكة العربية السعودية",Cheap,4.0,13,1,,,0,,18.0
One Way Burger,Food Truck,"الرياض 12487, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
فوال تميس فاطمة عواض الزهراني,Breakfast Spot,"الرياض, المملكة العربية السعودية",Cheap,4.0,0,0,,,0,,4.0
مطابخ المنجف,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,4,4,,,0,,12.0
مخابز الحطب Wooden Bakery,Bakery,المملكة العربية السعودية,Cheap,4.0,1,0,,,0,,5.0
MamaRoti,Café,المملكة العربية السعودية,Cheap,4.0,3,3,,,0,,10.0
متعة القهوة,Coffee Shop,المملكة العربية السعودية,Cheap,4.0,9,0,,,0,,13.0
Crepe Cart Cafe,Café,المملكة العربية السعودية,Cheap,4.0,1,1,,,0,,6.0
ستيك هاوس التخصصي,Restaurant,المملكة العربية السعودية,Moderate,4.0,4,0,,,0,,8.0
فوال الزول السعيد,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,4,0,,,0,,8.0
مطاعم الحسن للمثلوثة,Mediterranean Restaurant,المملكة العربية السعودية,Moderate,4.0,3,0,,,0,,7.0
AANI & DANI (آني و داني),Dessert Shop,"مجمع السلة ( طريق خريص), الرياض, المملكة العربية السعودية",Cheap,4.0,0,0,,,0,,4.0
One Way Burger,Food Truck,"الرياض 13531, المملكة العربية السعودية",Cheap,4.0,8,0,,,0,,12.0
محل العصير اللذيذ,Juice Bar,"الرياض, المملكة العربية السعودية",Cheap,4.0,24,2,,,0,,30.0
الشرفة,Restaurant,المملكة العربية السعودية,Moderate,4.0,8,0,,,0,,12.0
عالم البهارات,Afghan Restaurant,المملكة العربية السعودية,Moderate,4.0,1,1,,,0,,6.0
مسخن ورق عنب,Middle Eastern Restaurant,"Riyadh, الرياض 14212, المملكة العربية السعودية",Moderate,4.0,3,4,,,0,,11.0
Burger Map (برجر ماب),"Food Truck, Burger Joint","4586 Al-Imam Ahmad Bin Hanbal St, الرياض 14214, المملكة العربية السعودية",Cheap,4.0,1,1,,,0,,6.0
Sambosat Al Dar (سمبوسة الدار),Bakery,"شارع الإمام احمد بن حنبل, الرياض 14212, المملكة العربية السعودية",Cheap,4.0,4,2,,,0,,10.0
فوال الاكلات الشعبية,Bakery,"الرياض, المملكة العربية السعودية",Cheap,4.0,9,0,,,0,,13.0
ملكة السكر للحلويات,Dessert Shop,"حي السلام (شارع الزبير بن العوام), الرياض, المملكة العربية السعودية",Cheap,4.0,6,1,,,0,,11.0
لقيمات منال,Pastry Shop,"الرياض, المملكة العربية السعودية",Nan,4.0,4,0,,,0,,8.0
البروستد المميز,"Asian Restaurant, Fried Chicken Joint",المملكة العربية السعودية,Moderate,4.0,1,2,,,0,,7.0
Kwality,Ice Cream Shop,"Riyadh, الرياض, المملكة العربية السعودية",Cheap,4.0,1,1,,,0,,6.0
مطعم سلطانه,Moroccan Restaurant,المملكة العربية السعودية,Moderate,4.0,9,1,,,0,,14.0
التوت الشامي,Juice Bar,"الرياض, المملكة العربية السعودية",Cheap,4.0,9,3,,,0,,16.0
قلب المانجا,Juice Bar,"الرياض, المملكة العربية السعودية",Cheap,4.0,30,0,,,0,,34.0
كبدة على الصاج,Breakfast Spot,المملكة العربية السعودية,Cheap,4.0,5,2,,,0,,11.0
فوال أماني السوداني,American Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,2,2,,,0,,8.0
بيتزا هت,Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
فوال الجامعة,Falafel Restaurant,"الرياض, المملكة العربية السعودية",Cheap,4.0,3,1,,,0,,8.0
أوفر دوز,American Restaurant,"الرياض 12342, المملكة العربية السعودية",Moderate,4.0,23,1,,,0,,28.0
Jazeel (جزيل),Dessert Shop,"التخصصي, الرياض 12344, المملكة العربية السعودية",Cheap,4.0,15,2,,,0,,21.0
مطاعم المائدة البخاري,"Middle Eastern Restaurant, Afghan Restaurant","الرياض, المملكة العربية السعودية",Moderate,4.0,12,3,,,0,,19.0
Al Mansaf,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,4.0,6,0,,,0,,10.0
برجي BURGY,American Restaurant,"Almanar, الرياض, المملكة العربية السعودية",Moderate,4.0,1,2,,,0,,7.0
Chick Buck,Fried Chicken Joint,"الشيخ عمر بن سليم, الرياض 14212, المملكة العربية السعودية",Cheap,4.0,4,2,,,0,,10.0
Game Stars (نجوم اللعبة),"Pool Hall, Café","Prince Majed Bin Abdulaziz St., المملكة العربية السعودية",Nan,4.0,0,0,,,0,,4.0
Gasser Al Tannoor قصر التنور,Indian Restaurant,"طريق الملك عبدالله, الرياض 12343, المملكة العربية السعودية",Moderate,4.0,2,1,,,0,,7.0
Foyah cafe,Coffee Shop,المملكة العربية السعودية,Cheap,4.0,3,4,,,0,,11.0
Gold Shrimp,"Food Truck, Seafood Restaurant","الرياض 12432, المملكة العربية السعودية",Cheap,4.0,17,1,,,0,,22.0
Zahmah Café || مقهى زحمة,Café,"Almanar District (Alshafi Street), الرياض 14222, المملكة العربية السعودية",Cheap,4.0,25,3,,,0,,32.0
فوال لواء الشمال,Falafel Restaurant,"Riyadh, الرياض, المملكة العربية السعودية",Cheap,4.0,2,2,,,0,,8.0
محطة الفرن,Fast Food Restaurant,"Abi Hurairah, Riyadh 14245, الرياض 14245, المملكة العربية السعودية",Cheap,4.0,20,2,,,0,,26.0
سيارة ايسكريم جامدة,Ice Cream Shop,"الرياض 12572, المملكة العربية السعودية",Cheap,4.0,38,4,,,0,,46.0
college of architecture and planning - يوم القهوة,Coffee Shop,"الرياض 12372, المملكة العربية السعودية",Cheap,4.0,24,0,,,0,,28.0
Artista Bakery,"Bakery, Coffee Shop","الرياض, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
COZ CAFE,Café,"الرياض 12371, المملكة العربية السعودية",Cheap,4.0,4,0,,,0,,8.0
شايه,Middle Eastern Restaurant,"الرياض 12343, المملكة العربية السعودية",Moderate,4.0,2,1,,,0,,7.0
عالعود Alaoud,Food Truck,"الرياض 12432, المملكة العربية السعودية",Cheap,4.0,5,1,,,0,,10.0
Cecil (سيسيل),Cupcake Shop,"King abdullah road near to Mama Nourah restaurant (Takhasusi road), الرياض, المملكة العربية السعودية",Moderate,4.0,5,2,,,0,,11.0
اڤرج كافيه,Café,"الرياض (حفصة بنت عمر), الرياض 13211, المملكة العربية السعودية",Cheap,4.0,12,0,,,0,,16.0
مشاوي صحاري دمشق,Middle Eastern Restaurant,"الرياض 13211, المملكة العربية السعودية",Moderate,4.0,4,2,,,0,,10.0
jan burger,Burger Joint,"الرياض, المملكة العربية السعودية",Cheap,4.0,4,1,,,0,,9.0
Mirass Café,Café,"الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
مضغوط تهامة,Theme Restaurant,"الرياض 14233, المملكة العربية السعودية",Nan,4.0,1,0,,,0,,5.0
50 fruits,Juice Bar,"Imam saud, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Baozi At Diriyah Oasis,Asian Restaurant,"الرياض 13711, المملكة العربية السعودية",Moderate,4.0,8,0,,,0,,12.0
منؤوشة Manosha,Breakfast Spot,"Prince Turkey Road, الرياض, المملكة العربية السعودية",Cheap,4.0,1,1,,,0,,6.0
Chocolate Art,Dessert Shop,"الرياض 12362, المملكة العربية السعودية",Cheap,4.0,2,0,,,0,,6.0
Dankin Dounts,Coffee Shop,"King Abdullah Branch Rd (Alwurud), الرياض 12253, المملكة العربية السعودية",Cheap,4.0,16,0,,,0,,20.0
SaadAl-Din سعد الدين,Bakery,"طريق الملك عبدالله, الرياض, المملكة العربية السعودية",Cheap,4.0,3,0,,,0,,7.0
Al Saa'a Bakery (مخابز الساعة),Bakery,"alworoud branch (king abdulaziz road), الرياض, المملكة العربية السعودية",Cheap,4.0,1,2,,,0,,7.0
كبده وجبن,Breakfast Spot,"الرياض 12434, المملكة العربية السعودية",Cheap,4.0,14,1,,,0,,19.0
بوفية اساسات التميز,Sandwich Place,"شارع الشيخ عبدالله العنقري (الامير ناصر بن فرحان (بجوار الكلية التقنية)), الرياض, المملكة العربية السعودية",Cheap,4.0,7,1,,,0,,12.0
Baby Burger (PSU),Burger Joint,"PSU Campus (Rafha St.), الرياض, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
Pizza Hut Delivery,Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,4.0,0,1,,,0,,5.0
Sawakhen Restaurant,Turkish Restaurant,"الرياض, المملكة العربية السعودية",Moderate,4.0,2,0,,,0,,6.0
4 Twins Coffee & Sweet,Café,"الرياض 13711, المملكة العربية السعودية",Cheap,4.0,6,0,,,0,,10.0
Bottom Burger Truck,Food Truck,"Alhamra (Alhamra), الرياض 13217, المملكة العربية السعودية",Cheap,4.0,3,1,,,0,,8.0
Tea Gaden,Tea Room,"@Crown Plaza RDC, الرياض 12382, المملكة العربية السعودية",Moderate,4.0,3,0,,,0,,7.0
kfc خريص بلازا,Fried Chicken Joint,"الرياض, المملكة العربية السعودية",Cheap,4.0,5,0,,,0,,9.0
Brosted Fatayer Alatayyer Turkish Pizza,Restaurant,المملكة العربية السعودية,Moderate,4.0,2,0,,,0,,6.0
Wayne's Coffee (واينز كافيه),Coffee Shop,المملكة العربية السعودية,Cheap,4.0,3,0,,,0,,7.0
كانتون,"Asian Restaurant, Chinese Restaurant","الرياض (الدائري الشمالي), الرياض 12394, المملكة العربية السعودية",Moderate,4.0,5,0,,,0,,9.0
Saudi Arabia China Railway Construction Business Club,Chinese Restaurant,"الرياض 12364, المملكة العربية السعودية",Cheap,4.0,44,1,,,0,,49.0
